Model_Name,Rating,Ram(GB),ROM(GB),Screen_Size(in CM),Rear_Camera(MP),Front_Camera(MP),Battery(MaH),Processer,Price,Link_Of_Product
KARBONN K110,3.6,0 , Expandable Up,4.57  cm,1000,8MP,1 Ye,Mediatek,909,https://www.flipkart.com/karbonn-k110i/p/itmeuydyqswzem2h?pid=MOBGK8PPPZXHFACC&lid=LSTMOBGK8PPPZXHFACCAHYCYN&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_20_477&otracker=search&otracker1=search&iid=3c8c7980-5b21-4c1a-8a97-b684da836163.MOBGK8PPPZXHFACC.SEARCH&ssid=ujilsmt8g00000001707475022410&qH=28388ea49f54c5b8
Micromax X51,3.9,56 , 24,4.5 c cm,0.3MP,8MP,1750,1,899,https://www.flipkart.com/micromax-x512/p/itmfhwvhrwhxq5tu?pid=MOBFJWWH2D9PTHZQ&lid=LSTMOBFJWWH2D9PTHZQ4TOC90&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_20_478&otracker=search&otracker1=search&iid=3c8c7980-5b21-4c1a-8a97-b684da836163.MOBFJWWH2D9PTHZQ.SEARCH&ssid=ujilsmt8g00000001707475022410&qH=28388ea49f54c5b8
vivo V29 Pro 5G,4.5,8 , 256,17.22 cm,50MP,50MP,4600,Dimensity,"39,999",https://www.flipkart.com/vivo-v29-pro-5g-blue-256-gb/p/itm9eb62843149e4?pid=MOBGTR8XBYVG6SAE&lid=LSTMOBGTR8XBYVG6SAEEDTGJX&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_20_479&otracker=search&otracker1=search&iid=3c8c7980-5b21-4c1a-8a97-b684da836163.MOBGTR8XBYVG6SAE.SEARCH&ssid=ujilsmt8g00000001707475022410&qH=28388ea49f54c5b8
vivo V29 Pro 5G,4.5,8 , 256,17.22 cm,50MP,50MP,4600,Dimensity,"39,999",https://www.flipkart.com/vivo-v29-pro-5g-black-256-gb/p/itm9eb62843149e4?pid=MOBGTR8X3FSCZXWG&lid=LSTMOBGTR8X3FSCZXWGL7X4TC&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_20_480&otracker=search&otracker1=search&iid=3c8c7980-5b21-4c1a-8a97-b684da836163.MOBGTR8X3FSCZXWG.SEARCH&ssid=ujilsmt8g00000001707475022410&qH=28388ea49f54c5b8
realme 12 Pro+ 5G,4.6,12 , 256,17.02 cm,50MP,32MP,5000,Snapdragon,"33,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itm7f042fb6aebdb?pid=MOBGWH8STKHPCKGN&lid=LSTMOBGWH8STKHPCKGNZGIONJ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_481&otracker=search&otracker1=search&iid=en_R3fuoG08zeNAbnuYxQQ3XwtjJRMuoYayVCR_wB0NVqVL6CdDgaeL478uXJuhaevDp0QL1N4jrPbQUOfPx77abQ%3D%3D&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_482&otracker=search&otracker1=search&iid=en_R3fuoG08zeNAbnuYxQQ3XwtjJRMuoYayVCR_wB0NVqVltRym2WLrDGzozsIUMHHmbsH6kwBwCD2yp0xOGgDpqg%3D%3D&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
vivo V29e 5G,4.4,8 , 128,17.22 cm,64MP,50MP,5000,Snapdragon,"26,999",https://www.flipkart.com/vivo-v29e-5g-artistic-blue-128-gb/p/itmaaa634624a459?pid=MOBGSZM9UDGBZ5GH&lid=LSTMOBGSZM9UDGBZ5GHGYMJG8&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_483&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGSZM9UDGBZ5GH.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
Tecno POVA 5 Pro 5G,4.5,8 , 256 ,17.22 cm,50MP,16MP,5000,MediaTek,"16,939",https://www.flipkart.com/tecno-pova-5-pro-5g-dark-illusion-256-gb/p/itm93615920884a2?pid=MOBGW4KGJJH7PMZF&lid=LSTMOBGW4KGJJH7PMZF3HWC60&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_484&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGW4KGJJH7PMZF.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
SAMSUNG Galaxy F34 5G,4.2,8 , 128 ,16.51 cm,50MP,13MP,6000,Exynos,"17,999",https://www.flipkart.com/samsung-galaxy-f34-5g-mystic-green-128-gb/p/itm2ce3011602d7b?pid=MOBGRZMYHHCWCAXG&lid=LSTMOBGRZMYHHCWCAXGZPMGCO&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_485&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGRZMYHHCWCAXG.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
SAMSUNG Galaxy Z Flip3 5G,4.3,8 , 128,17.02 cm,12MP,10MP,3300,Qualcomm,"45,999",https://www.flipkart.com/samsung-galaxy-z-flip3-5g-cream-128-gb/p/itmf84b792824408?pid=MOBG6YQHHB84XVGN&lid=LSTMOBG6YQHHB84XVGNXUIVZP&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_486&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBG6YQHHB84XVGN.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
DIZO Star 50,3.9,32 , 32 ,7.11  cm,0.3MP,10MP,1900,SC6531E,"1,850",https://www.flipkart.com/dizo-star-500/p/itm120ee1cab516b?pid=MOBG2MCCHZREM5XC&lid=LSTMOBG2MCCHZREM5XCHJRE9Q&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_487&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBG2MCCHZREM5XC.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
SAMSUNG Galaxy M04,4.1,4 , 128 ,16.51 cm,13MP,10MP,5000,MediaTek,"8,190",https://www.flipkart.com/samsung-galaxy-m04-light-green-128-gb/p/itm51be2bd2271b2?pid=MOBGMAZRBJ5VKZSE&lid=LSTMOBGMAZRBJ5VKZSEZUYZD0&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_488&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGMAZRBJ5VKZSE.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
Kechaoda K5,3.7,32 , 64 ,4.57  cm,1.3MP,10MP,400 ,1,"1,185",https://www.flipkart.com/kechaoda-k55/p/itm858b1efda7c80?pid=MOBGDZNBGYZ7AUKR&lid=LSTMOBGDZNBGYZ7AUKRQHY9SM&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_489&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGDZNBGYZ7AUKR.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
OnePlus Nord 3 5G,4.4,8 , 128,17.12 cm,50MP,10MP,5000,Domestic,"29,097",https://www.flipkart.com/oneplus-nord-3-5g-tempest-gray-128-gb/p/itm5fc87afce35dc?pid=MOBGRK2VXCKBADB5&lid=LSTMOBGRK2VXCKBADB5XYKXX3&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_490&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGRK2VXCKBADB5.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
OnePlus Nord 3 5G,4.4,16 , 256,17.12 cm,50MP,10MP,5000,Domestic,"37,630",https://www.flipkart.com/oneplus-nord-3-5g-misty-green-256-gb/p/itm5fc87afce35dc?pid=MOBGRK3284RMGYSX&lid=LSTMOBGRK3284RMGYSXGW6X0U&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_491&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGRK3284RMGYSX.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
Infinix Hot 20 5G,4.1,6 , 128 ,16.76 cm,50MP,8MP,5000,Dimensity,"12,999",https://www.flipkart.com/infinix-hot-20-5g-blaster-green-128-gb/p/itm11fe82212c9ae?pid=MOBGHGHFSXYFVW3A&lid=LSTMOBGHGHFSXYFVW3ATQBUY1&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_492&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGHGHFSXYFVW3A.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
Infinix Hot 20 5G,4.1,6 , 128 ,16.76 cm,50MP,8MP,5000,Dimensity,"12,999",https://www.flipkart.com/infinix-hot-20-5g-space-blue-128-gb/p/itm11fe82212c9ae?pid=MOBGHGHFJMNPZJJR&lid=LSTMOBGHGHFJMNPZJJRDMNFRT&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_493&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGHGHFJMNPZJJR.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
LAVA A3 Powe,4.1,0 , Expandable Upt,4.5 c cm,0.3MP,8MP,2575,No,"1,497",https://www.flipkart.com/lava-a3-power/p/itm4d88b01b08ca0?pid=MOBG9Q76BKRDQEKS&lid=LSTMOBG9Q76BKRDQEKSTU4IAW&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_494&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBG9Q76BKRDQEKS.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
SAMSUNG Galaxy F34 5G,4.2,8 , 128 ,16.51 cm,50MP,13MP,6000,Exynos,"17,999",https://www.flipkart.com/samsung-galaxy-f34-5g-orchid-violet-128-gb/p/itm520f66db57f52?pid=MOBGRZMYZBXSTBDU&lid=LSTMOBGRZMYZBXSTBDUEYFHCF&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_495&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGRZMYZBXSTBDU.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
"itel it2163s 4.5cm,1200mAh,BT Caller,12+1 Month Warranty with 111 Days Replacemen",4,4 , 4,4.57  cm,0.3MP,13MP,1200,12+1,949,https://www.flipkart.com/itel-it2163s-4-5cm-1200mah-bt-caller-12-1-month-warranty-111-days-replacement/p/itm10953addeb67f?pid=MOBGZDRFXPQUXHYK&lid=LSTMOBGZDRFXPQUXHYKNJXBZL&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_496&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGZDRFXPQUXHYK.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
OnePlus 10 Pro 5G,4.2,8 , 128,17.02 cm,48MP,13MP,5000,1,"44,499",https://www.flipkart.com/oneplus-10-pro-5g-emerald-forest-128-gb/p/itmca601c423f05f?pid=MOBGHBZHP7QQFFE8&lid=LSTMOBGHBZHP7QQFFE8YOT2Z7&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_497&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGHBZHP7QQFFE8.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
REDMI 10 Power,4.2,8 , 128,17.02 cm,50MP,13MP,6000,12,"11,323",https://www.flipkart.com/redmi-10-power-sporty-orange-128-gb/p/itm97f5d2ec83588?pid=MOBGHDXFV9PCSYXV&lid=LSTMOBGHDXFV9PCSYXVGS1TJE&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_498&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGHDXFV9PCSYXV.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
vivo Y02t,4.2,4 , 64,16.54 cm,8MP,5MP,5000,Helio,"8,499",https://www.flipkart.com/vivo-y02t-sunset-gold-64-gb/p/itma32de73fd64e1?pid=MOBGPJWPVE86NYTG&lid=LSTMOBGPJWPVE86NYTGOQ2HTZ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_499&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGPJWPVE86NYTG.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
MTR Ferrar,4.1,64 , 64,4.5 c cm,0.3MP,5MP,800 ,12,"1,380",https://www.flipkart.com/mtr-ferrari/p/itmfhg9gh4gsg2cf?pid=MOBFHG8VDQRGJHHX&lid=LSTMOBFHG8VDQRGJHHXVTZQBH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_500&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBFHG8VDQRGJHHX.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
SAMSUNG Galaxy A34 5G,4.3,8 , 128 ,16.76 cm,48MP,13MP,5000,Dimensity,"27,499",https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8?pid=MOBGNE4SXH2BDXTV&lid=LSTMOBGNE4SXH2BDXTVCSRGUI&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_501&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGNE4SXH2BDXTV.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
IQOO Z7 Pro 5G,4.4,8 , 256,17.22 cm,64MP,13MP,4600,1,"25,945",https://www.flipkart.com/iqoo-z7-pro-5g-graphite-matte-256-gb/p/itm483b74cd6f587?pid=MOBGTBFHY3K5EMWZ&lid=LSTMOBGTBFHY3K5EMWZMYB0CM&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_502&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGTBFHY3K5EMWZ.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
REDMI Note 13 Pro 5G,4.3,12 , 256,16.94 cm,200MP,16MP,5100,7s,"29,999",https://www.flipkart.com/redmi-note-13-pro-5g-midnight-black-256-gb/p/itmf1476addb94a2?pid=MOBGWFHF5HDZZSVZ&lid=LSTMOBGWFHF5HDZZSVZPYGJ8V&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_503&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGWFHF5HDZZSVZ.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
vivo V29e 5G,4.4,8 , 256,17.22 cm,64MP,50MP,5000,Snapdragon,"28,999",https://www.flipkart.com/vivo-v29e-5g-artistic-blue-256-gb/p/itmaaa634624a459?pid=MOBGSZM9ZHZPHTHV&lid=LSTMOBGSZM9ZHZPHTHVSDGGAB&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_21_504&otracker=search&otracker1=search&iid=c60e7bcc-93c4-4df7-8f3a-406b54c02a2e.MOBGSZM9ZHZPHTHV.SEARCH&ssid=p0w35t72680000001707475037560&qH=28388ea49f54c5b8
LAVA Blaze,4,3 , 64 ,16.51 cm,13MP,8MP,5000,Mediatek,"6,429",https://www.flipkart.com/lava-blaze-glass-green-64-gb/p/itmbe44c3b1ad1a3?pid=MOBGEUHVFUZZBHJW&lid=LSTMOBGEUHVFUZZBHJWGZU8O9&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_505&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGEUHVFUZZBHJW.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
Micromax X74,4,32 , 32,6.1 c cm,0.3MP,8MP,3000,1,"1,450",https://www.flipkart.com/micromax-x746/p/itm43b62e01b6635?pid=MOBFJWXBJMUVYQFG&lid=LSTMOBFJWXBJMUVYQFGLRIEVM&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_506&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBFJWXBJMUVYQFG.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
realme 12 Pro+ 5G,4.6,12 , 256,17.02 cm,50MP,32MP,5000,Snapdragon,"33,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itm7f042fb6aebdb?pid=MOBGWH8STKHPCKGN&lid=LSTMOBGWH8STKHPCKGNZGIONJ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_507&otracker=search&otracker1=search&iid=en_RZmiefIMnNlBV4nHn8_YrFJyRI__WEyUzvoR03caPqSqJTYKEqIur8HVi_txXpchp0QL1N4jrPbQUOfPx77abQ%3D%3D&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_508&otracker=search&otracker1=search&iid=en_RZmiefIMnNlBV4nHn8_YrFJyRI__WEyUzvoR03caPqR7kOGvuoCDEWiQJCCip6b2bsH6kwBwCD2yp0xOGgDpqg%3D%3D&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
"itel it2163s 4.5cm,1200mAh,BT Caller,12+1 Month Warranty with 111 Days Replacemen",3.9,32 , 32 ,4.57  cm,0.3MP,0MP,1200,Unisoc,947,https://www.flipkart.com/itel-it2163s-4-5cm-1200mah-bt-caller-12-1-month-warranty-111-days-replacement/p/itm10953addeb67f?pid=MOBGZDRFDZDTNG2X&lid=LSTMOBGZDRFDZDTNG2XFUF59U&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_509&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGZDRFDZDTNG2X.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
Jio B1 Keypad Phone,3.5,50 , 50,6.1 c cm,0.3MP,0MP,2000,1,"1,410",https://www.flipkart.com/jio-b1-keypad-phone-upi-locked-blue/p/itm21336a1a4737b?pid=MOBGVJFHMG8PFNBK&lid=LSTMOBGVJFHMG8PFNBKPJUMGP&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_510&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGVJFHMG8PFNBK.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
SAMSUNG Galaxy M14 5G,4.2,6 , 128,16.76 cm,50MP,0MP,6000,1,"12,342",https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm39c20bb68ff35?pid=MOBGRUFMNGFUK2AF&lid=LSTMOBGRUFMNGFUK2AFMDHBTG&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_511&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGRUFMNGFUK2AF.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
Snexian ROCK ,4,32 , 32 ,6.1 c cm,0.3MP,0MP,3000,3,"2,700",https://www.flipkart.com/snexian-rock-z/p/itm95f58d150c98d?pid=MOBGWBMKKAV2NK3X&lid=LSTMOBGWBMKKAV2NK3XTU0JYL&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_512&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGWBMKKAV2NK3X.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
Motorola e32,3.9,4 , 64 ,16.51 cm,50MP,8MP,5000,Mediatek,"7,499",https://www.flipkart.com/motorola-e32-eco-black-64-gb/p/itm3241677bdd2b2?pid=MOBGEA3CV8HZHAAN&lid=LSTMOBGEA3CV8HZHAANXWUXRU&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_513&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGEA3CV8HZHAAN.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
REDMI Note 13 Pro 5G,4.3,12 , 256,16.94 cm,200MP,16MP,5100,7s,"29,999",https://www.flipkart.com/redmi-note-13-pro-5g-coral-purple-256-gb/p/itm9fae38dccd4dc?pid=MOBGWFHFBYVCSAXU&lid=LSTMOBGWFHFBYVCSAXUF9PVH4&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_514&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGWFHFBYVCSAXU.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
SAMSUNG Galaxy S23 Ultra 5G,4.6,12 , 256,17.27 cm,200MP,12MP,5000,Qualcomm,"99,999",https://www.flipkart.com/samsung-galaxy-s23-ultra-5g-cream-256-gb/p/itm322ed1a040dec?pid=MOBGMFFX44FGHNHV&lid=LSTMOBGMFFX44FGHNHVKDIBNL&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_515&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGMFFX44FGHNHV.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
OPPO A17k,4.5,3 , 64 ,16.66 cm,8MP,5MP,5000,Mediatek,"8,499",https://www.flipkart.com/oppo-a17k-blue-64-gb/p/itm3821c4535ee09?pid=MOBGMPHKV3T6YGMR&lid=LSTMOBGMPHKV3T6YGMRFOV2FW&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_516&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGMPHKV3T6YGMR.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
SAMSUNG Galaxy M14 5G,4.2,4 , 128,16.76 cm,50MP,5MP,6000,1,"11,381",https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itm39c20bb68ff35?pid=MOBGRUFM57HBTHXK&lid=LSTMOBGRUFM57HBTHXKR4UHCE&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_517&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGRUFM57HBTHXK.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
SAMSUNG GALAXY M13,4.2,4 , 64,16.76 cm,50MP,5MP,6000,12,"9,699",https://www.flipkart.com/samsung-galaxy-m13-midnight-blue-64-gb/p/itme9d85574c16d5?pid=MOBGHDXFGNNCDZ4Z&lid=LSTMOBGHDXFGNNCDZ4ZKVXP0C&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_518&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGHDXFGNNCDZ4Z.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
KARBONN K53,3.9,32 , 32,6.1 c cm,0.3MP,5MP,1800,1,"1,325",https://www.flipkart.com/karbonn-k531/p/itm82f280efc0764?pid=MOBGJZNP6SU4Y7R3&lid=LSTMOBGJZNP6SU4Y7R3QKSBDD&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_519&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGJZNP6SU4Y7R3.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
Apple iPhone 14,4.6,128, 32,15.49 cm,12MP,12MP,A15 ,1,"57,999",https://www.flipkart.com/apple-iphone-14-yellow-128-gb/p/itmaa0785520dd68?pid=MOBGNHT7HJFDHHAC&lid=LSTMOBGNHT7HJFDHHACULC6HX&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_520&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGNHT7HJFDHHAC.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
LAVA Blaze,4,3 , 64 ,16.51 cm,13MP,8MP,5000,Mediatek,"6,519",https://www.flipkart.com/lava-blaze-glass-black-64-gb/p/itmbe44c3b1ad1a3?pid=MOBGEUHVHACP42QV&lid=LSTMOBGEUHVHACP42QVSOGXJF&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_521&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGEUHVHACP42QV.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging,4.7,4 , 64,16.66 cm,13MP,8MP,5000,1,"6,290",https://www.flipkart.com/itel-a70-5000-mah-battery-13mp-dual-rear-camera-type-c-charging-brilliant-gold-64-gb/p/itm6d8c14401ec68?pid=MOBGX8MGSZHNDZGW&lid=LSTMOBGX8MGSZHNDZGWALGAFE&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_522&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGX8MGSZHNDZGW.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging,4.7,4 , 64,16.66 cm,13MP,8MP,5000,1,"6,290",https://www.flipkart.com/itel-a70-5000-mah-battery-13mp-dual-rear-camera-type-c-charging-starlish-black-64-gb/p/itm6d8c14401ec68?pid=MOBGX8MYUZN2T2GT&lid=LSTMOBGX8MYUZN2T2GT7TYQR5&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_22_523&otracker=search&otracker1=search&iid=43d48bca-fbbe-4dbc-91d7-3d5d844f1d57.MOBGX8MYUZN2T2GT.SEARCH&ssid=tjc11st2qo0000001707475053045&qH=28388ea49f54c5b8
